Name,Paraffinic CH3,Paraffinic CH2,Paraffinic CH,Olefinic -CH=CH2,Naphthenic CH-CH2,Aromatic C-CH,Alcoholic OH,Ether O,Aldehydic CHO,Ketonic CO,Ester COO,MW,BI,FP
2-ethyl-1-butanol,29.41176471,41.17647059,12.74509804,0,0,0,16.66666667,0,0,0,0,102,0.5,330
"2,5-Hexanediol",25.42372881,23.72881356,22.03389831,0,0,0,28.81355932,0,0,0,0,118,0.333333333,383
"2-Methyl-2,4-pentanediol",38.13559322,11.86440678,11.01694915,0,0,0,28.81355932,0,0,0,0,118,0.6,375
Benzyl alcohol ,0,12.96296296,0,0,0,71.2962963,15.74074074,0,0,0,0,108,1,366
cis-2-Methylcyclohexanol,13.15789474,0,0,0,71.92982456,0,14.9122807,0,0,0,0,114,0.5,338
cis-3-Methylcyclohexanol,13.15789474,0,0,0,71.92982456,0,14.9122807,0,0,0,0,114,0.666666667,343
cis-4-Methylcyclohexanol,13.15789474,0,0,0,71.92982456,0,14.9122807,0,0,0,0,114,0.833333333,343
1-heptanol,12.93,72.41,0,0,0,0,14.66,0,0,0,0,116,0,346
3-heptanol,25.86,48.27586207,11.20689655,0,0,0,14.65,0,0,0,0,116,0.214285714,333
4-heptanol,25.86,48.28,11.21,0,0,0,14.65,0,0,0,0,116,0.285,334.8
2-heptanol,25.86,48.28,11.21,0,0,0,14.65,0,0,0,0,116,0.142,344
"2,4-dimethyl-3-pentanol",51.72413793,0,33.62068966,0,0,0,14.65517241,0,0,0,0,116,0.7,322
"2,3,3-trimethylbutan-2-ol",64.65517241,0,0,0,0,0,14.65517241,0,0,0,0,116,1,306.6
"2,3-dimethylpentan-3-ol",51.72413793,12.06896552,11.20689655,0,0,0,14.65517241,0,0,0,0,116,0.8,313.6
3-ethylpentan-3-ol,38.79310345,36.20689655,0,0,0,0,14.65517241,0,0,0,0,116,0.8,313
3-methylhexan-3-ol,38.79310345,36.20689655,0,0,0,0,14.65517241,0,0,0,0,116,0.5,322.4
2-methylhexan-3-ol,38.79310345,24.13793103,22.4137931,0,0,0,14.65517241,0,0,0,0,116,0.416666667,313.556
"2,2-dimethylpentan-3-ol",51.72413793,12.06896552,11.20689655,0,0,0,14.65517241,0,0,0,0,116,0.7,311.3
2-methylhexan-1-ol,25.86206897,48.27586207,11.20689655,0,0,0,14.65517241,0,0,0,0,116,0.214285714,334.8
1-octanol,11.53846154,75.38461538,0,0,0,0,13.07692308,0,0,0,0,130,0,354
4-octanol,23.07692308,53.84615385,10,0,0,0,13.07692308,0,0,0,0,130,0.25,344
3-octanol,23.07692308,53.84615385,10,0,0,0,13.07692308,0,0,0,0,130,0.187,338
2-octanol,23.07692308,53.84615385,10,0,0,0,13.07692308,0,0,0,0,130,0.125,361
2-ethyl-1-hexanol,23.07692308,53.84615385,10,0,0,0,13.07692308,0,0,0,0,130,0.357142857,346
Benzeneethanol,0,22.95081967,0,0,0,63.1147541,13.93442623,0,0,0,0,122,1,369
"2-Ethyl-1,3-hexanediol",20.54794521,38.35616438,17.80821918,0,0,0,23.28767123,0,0,0,0,146,0.642857143,400
1-Decanol,9.493670886,79.74683544,0,0,0,0,10.75949367,0,0,0,0,158,0,355
2-Butyl-1-octanol,16.12903226,67.74193548,6.989247312,0,0,0,9.139784946,0,0,0,0,186,0.5,383
1-Dodecanol,8.064516129,82.79569892,0,0,0,0,9.139784946,0,0,0,0,186,0,400
Dimethyl ether,65.2173913,0,0,0,0,0,0,34.7826087,0,0,0,46,0,232
Methyl vinyl ether,25.86206897,0,0,46.55172414,0,0,0,27.5862069,0,0,0,58,0,217
Ethyl methyl ether,50,23.33333333,0,0,0,0,0,26.66666667,0,0,0,60,0,236
dimethoxymethane,39.47368421,18.42105263,0,0,0,0,0,42.10526316,0,0,0,76,0,241
Divinyl Ether,0,0,0,77.14285714,0,0,0,22.85714286,0,0,0,70,0,226
Ethyl vinyl ether,20.83333333,19.44444444,0,37.5,0,0,0,22.22222222,0,0,0,72,0,256
Isopropenyl methyl ether,41.66666667,0,0,36.11111111,0,0,0,22.22222222,0,0,0,72,0.25,244
Methyl propyl ether,40.54054054,37.83783784,0,0,0,0,0,21.62162162,0,0,0,74,0,253
diethyl ether,40.54054054,37.83783784,0,0,0,0,0,21.62162162,0,0,0,74,0,228
"1,2-dimethoxyethane",33.33333333,31.11111111,0,0,0,0,0,35.55555556,0,0,0,90,0,271
2-ethoxyethanol,16.66666667,46.66666667,0,0,0,0,18.88888889,17.77777778,0,0,0,90,0,316
"1,1-dimethoxyethane",50,0,14.44444444,0,0,0,0,35.55555556,0,0,0,90,0.3,256
1-methoxy-2-propanol,33.33333333,15.55555556,14.44444444,0,0,0,18.88888889,17.77777778,0,0,0,90,0.2,311
trimethoxymethane,42.45283019,0,12.26415094,0,0,0,0,45.28301887,0,0,0,106,0.5,287.85
methyl sec-butyl ether,51.13636364,15.90909091,14.77272727,0,0,0,0,18.18181818,0,0,0,88,0.3,242.85
dipropyl ether,29.41176471,54.90196078,0,0,0,0,0,15.68627451,0,0,0,102,0,294
"1,2-dimethoxypropane",43.26923077,13.46153846,12.5,0,0,0,0,30.76923077,0,0,0,104,0.25,273.6
2-isopropoxyethanol,28.84615385,26.92307692,12.5,0,0,0,16.34615385,15.38461538,0,0,0,104,0.166666667,315.85
Diethylene glycol monomethyl ether,12.5,46.66666667,0,0,0,0,14.16666667,26.66666667,0,0,0,120,0,369
"1,1,1-trimethoxyethane",50,0,0,0,0,0,0,40,0,0,0,120,0.8,289
tetramethoxymethane,44.11764706,0,0,0,0,0,0,47.05882353,0,0,0,136,1,279.7
Isobutyl vinyl ether,30,14,13,27,0,0,0,16,0,0,0,100,0.166666667,264
Allyl propyl ether,15,42,0,27,0,0,0,16,0,0,0,100,0,311
Butyl ethyl ether,29.41176471,54.90196078,0,0,0,0,0,15.68627451,0,0,0,102,0,277
diisopropyl ether,58.82352941,0,25.49019608,0,0,0,0,15.68627451,0,0,0,102,0.4,261
"1,2-diethoxyethane",25.42372881,47.45762712,0,0,0,0,0,27.11864407,0,0,0,118,0,308
"1,1-diethoxyethane",38.13559322,23.72881356,11.01694915,0,0,0,0,27.11864407,0,0,0,118,0.285714286,251.85
2-butoxyethanol,12.71186441,59.3220339,0,0,0,0,14.40677966,13.55932203,0,0,0,118,0,334
Diethylene glycol dimethyl ether,22.3880597,41.79104478,0,0,0,0,0,35.82089552,0,0,0,134,0,340
Diethylene glycol monoethyl ether,11.19402985,52.23880597,0,0,0,0,12.68656716,23.88059701,0,0,0,134,0,369
"1,1-diethoxypropane",34.09090909,31.81818182,9.848484848,0,0,0,0,24.24242424,0,0,0,132,0.428571429,285.8
dibutyl ether,23.07692308,64.61538462,0,0,0,0,0,12.30769231,0,0,0,130,0,298
Diethylene glycol diethyl ether,18.51851852,51.85185185,0,0,0,0,0,29.62962963,0,0,0,162,0,355
Allyl phenyl ether,0,10.44776119,0,20.14925373,0,57.46268657,0,11.94029851,0,0,0,134,1,335
Butyl phenyl ether,10,28,0,0,0,51.33333333,0,10.66666667,0,0,0,150,1,355
Dipentyl ether,18.98734177,70.88607595,0,0,0,0,0,10.12658228,0,0,0,158,0,336
decyl methyl Ether,17.44186047,73.25581395,0,0,0,0,0,9.302325581,0,0,0,172,0,345.9
Methyl 1-naphthyl ether,9.493670886,0,0,0,0,80.37974684,0,10.12658228,0,0,0,158,2,375.3
diphenyl ether,0,0,0,0,0,90.58823529,0,9.411764706,0,0,0,170,2,385
Dihexyl ether,16.12903226,75.2688172,0,0,0,0,0,8.602150538,0,0,0,186,0,350
Diethylene glycol dibutyl ether,13.76146789,64.22018349,0,0,0,0,0,22.01834862,0,0,0,218,0,391
Dibenzyl ether,0,14.14141414,0,0,0,77.77777778,0,8.080808081,0,0,0,198,2,408
Acetaldehyde,34.09090909,0,0,0,0,0,0,0,65.90909091,0,0,44,0,235.22
propenal (Acrolein),0,0,0,48.21428571,0,0,0,0,51.78571429,0,0,56,0,247
Propanal,25.86206897,48.27586207,0,0,0,0,0,0,50,0,0,58,0,243
"Propanal, 2-methyl-",41.66666667,0,18.05555556,0,0,0,0,0,40.27777778,0,0,72,0.25,249
Butanal,20.83333333,38.88888889,0,0,0,0,0,0,40.27777778,0,0,72,0,251
Furfural,0,0,0,53.125,0,0,0,16.66666667,30.20833333,0,0,96,1,333
"2,2-dimethylpropanal",52.3255814,0,0,0,0,0,0,0,33.72093023,0,0,86,0.5,258
3-methylbutanal,34.88372093,16.27906977,15.11627907,0,0,0,0,0,33.72093023,0,0,86,0.2,268
2-Methylbutyraldehyde,34.88372093,16.27906977,15.11627907,0,0,0,0,0,33.72093023,0,0,86,0.3,277
Pentanal,17.44186047,48.8372093,0,0,0,0,0,0,33.72093023,0,0,86,0,285
3-Ethoxypropanal,14.70588235,41.17647059,0,0,0,0,0,15.68627451,28.43137255,0,0,102,0,311
2-Ethylbutanal,30,28,13,0,0,0,0,0,29,0,0,100,0.5,294
Hexanal,15,56,0,0,0,0,0,0,29,0,0,100,0,305
2-Methylpentanal,30,28,13,0,0,0,0,0,29,0,0,100,0.25,290
Benzaldehyde,0,0,0,0,0,72.64150943,0,0,27.35849057,0,0,106,1,336
2-methylhexanal,26.31578947,36.84210526,11.40350877,0,0,0,0,0,25.43859649,0,0,114,0.214285714,305.6
3-methylhexanal,26.31578947,36.84210526,11.40350877,0,0,0,0,0,25.43859649,0,0,114,0.285714286,305.6
Heptanal,13.15789474,61.40350877,0,0,0,0,0,0,25.43859649,0,0,114,0,308
"2,3-Dimethylpentanal",39.47368421,12.28070175,22.80701754,0,0,0,0,0,25.43859649,0,0,114,0.5,331
4-Methylbenzaldehyde,12.5,0,0,0,0,63.33333333,0,0,24.16666667,0,0,120,1.25,353
Benzeneacetaldehyde,0,11.66666667,0,0,0,64.16666667,0,0,24.16666667,0,0,120,1,344
4-Methoxybenzaldehyde,11.02941176,0,0,0,0,55.88235294,0,11.76470588,21.32352941,0,0,136,1.2,381
2-Methoxybenzaldehyde,11.02941176,0,0,0,0,55.88235294,0,11.76470588,21.32352941,0,0,136,1,391
"Hexanal, 2-ethyl-",23.4375,43.75,10.15625,0,0,0,0,0,22.65625,0,0,128,0.357142857,323
Octanal,11.71875,65.625,0,0,0,0,0,0,22.65625,0,0,128,0,325
2-Phenylpropionaldehyde,11.19402985,0,9.701492537,0,0,57.46268657,0,0,21.64179104,0,0,134,1.25,342
"Hexanal, 3,5,5-trimethyl-",42.25352113,19.71830986,9.154929577,0,0,0,0,0,20.42253521,0,0,142,0.571428571,319.7
Nonyl aldehyde,10.56338028,69.01408451,0,0,0,0,0,0,20.42253521,0,0,142,0,336
Decanal,9.615384615,71.79487179,0,0,0,0,0,0,18.58974359,0,0,156,0,358
Undecanal,8.823529412,74.11764706,0,0,0,0,0,0,17.05882353,0,0,170,0,369
Dodecanal,8.152173913,76.08695652,0,0,0,0,0,0,15.76086957,0,0,184,0,374
"Undecanal, 2-methyl-",16.30434783,60.86956522,7.065217391,0,0,0,0,0,15.76086957,0,0,184,0.125,366.3
2-propanone,51.72413793,0,0,0,0,0,0,0,0,48.27586207,0,58,0.333333333,254.85
Butenone (METHYL VINYL KETONE),21.42857143,0,0,38.57142857,0,0,0,0,0,40,0,70,0.25,266
"2,3-Butanedione",34.88372093,0,0,0,0,0,0,0,0,65.11627907,0,86,0.5,300
2-butanone,41.66666667,19.44444444,0,0,0,0,0,0,0,38.88888889,0,72,0.25,266.85
Cyclopentanone,0,0,0,0,66.66666667,0,0,0,0,33.33333333,0,84,0.5,299
"2,4-Pentanedione",30,14,0,0,0,0,0,0,0,56,0,100,0.4,307
3-Pentanone,34.88372093,32.55813953,0,0,0,0,0,0,0,32.55813953,0,86,0.3,286
2-pentanone,34.88372093,32.55813953,0,0,0,0,0,0,0,32.55813953,0,86,0.2,280
Cyclohexanone,0,0,0,0,71.42857143,0,0,0,0,28.57142857,0,98,0.5,317
"2,5-Hexanedione",26.31578947,24.56140351,0,0,0,0,0,0,0,49.12280702,0,114,0.333333333,352
"1,1-Dimethoxy-2-propanone",38.13559322,0,11.01694915,0,0,0,0,27.11864407,0,23.72881356,0,118,0.7,310
2-hexanone,30,42,0,0,0,0,0,0,0,28,0,100,0.166666667,298
3-hexanone,30,42,0,0,0,0,0,0,0,28,0,100,0.25,308
"3,3-Dimethyl-2-butanone",60,0,0,0,0,0,0,0,0,28,0,100,0.75,296
4-Methyl-2-pentanone,45,14,13,0,0,0,0,0,0,28,0,100,0.4,291
"1,1-Dimethoxy-3-butanone",34.09090909,10.60606061,9.848484848,0,0,0,0,24.24242424,0,21.21212121,0,132,0.583333333,322
Cycloheptanone,0,0,0,0,75,0,0,0,0,25,0,112,0.5,328
2-Heptanone,26.31578947,49.12280702,0,0,0,0,0,0,0,24.56140351,0,114,0.142857143,312
3-Heptanone,26.31578947,49.12280702,0,0,0,0,0,0,0,24.56140351,0,114,0.214285714,319
4-Heptanone,26.31578947,49.12280702,0,0,0,0,0,0,0,24.56140351,0,114,0.285714286,322
"2,4-Dimethyl-3-pentanone",52.63157895,0,22.80701754,0,0,0,0,0,0,24.56140351,0,114,0.7,288
5-Methyl-2-hexanone,39.47368421,24.56140351,11.40350877,0,0,0,0,0,0,24.56140351,0,114,0.333333333,309
"2,6-Dimethylcyclohexanone",23.80952381,0,0,0,53.96825397,0,0,0,0,22.22222222,0,126,0.833333333,324
1-cyclohexylethanone,11.9047619,0,0,0,65.87301587,0,0,0,0,22.22222222,0,126,0.833333333,334.4
"2,2-dimethylcyclohexan-1-one",23.80952381,0,0,0,53.96825397,0,0,0,0,22.22222222,0,126,0.833333333,323.1
"(Z)-3,4-dimethylhex-3-en-2-one",47.61904762,11.11111111,0,19.04761905,0,0,0,0,0,22.22222222,0,126,0.666666667,334.4
"2,6-dimethylcyclohexan-1-one",23.80952381,0,0,0,53.96825397,0,0,0,0,22.22222222,0,126,0.833333333,326.8
"3,3-dimethylcyclohexan-1-one",23.80952381,0,0,0,53.96825397,0,0,0,0,22.22222222,0,126,0.75,323.1
4-ethylcyclohexan-1-one,11.9047619,11.11111111,0,0,54.76190476,0,0,0,0,22.22222222,0,126,0.75,331.5
"2,2,4-trimethylcyclopentan-1-one",35.71428571,0,0,0,42.06349206,0,0,0,0,22.22222222,0,126,0.833,318.4
cyclooctanone,0,0,0,0,77.77777778,0,0,0,0,22.22222222,0,126,0.5,345.778
"2,4,4-trimethylcyclopentan-1-one",35.71428571,0,0,0,42.06349206,0,0,0,0,22.22222222,0,126,1.166666667,318.4
3-Octanone,23.4375,54.6875,0,0,0,0,0,0,0,21.875,0,128,0.1875,319
4-Octanone,23.4375,54.6875,0,0,0,0,0,0,0,21.875,0,128,0.25,318
2-Octanone,23.4375,54.6875,0,0,0,0,0,0,0,21.875,0,128,0.125,325
1-Phenyl-1-propanone,11.19402985,10.44776119,0,0,0,57.46268657,0,0,0,20.89552239,0,134,1.25,372
5-Nonanone,21.12676056,59.15492958,0,0,0,0,0,0,0,19.71830986,0,142,0.277777778,333
2-Nonanone,21.12676056,59.15492958,0,0,0,0,0,0,0,19.71830986,0,142,0.111111111,333
"2,6-Dimethyl-4-heptanone",42.25352113,19.71830986,18.30985915,0,0,0,0,0,0,19.71830986,0,142,0.571428571,322
4-Phenyl-2-butanone,10.13513514,18.91891892,0,0,0,52.02702703,0,0,0,18.91891892,0,148,1.2,371
1-Phenyl-2-butanone,10.13513514,18.91891892,0,0,0,52.02702703,0,0,0,18.91891892,0,148,1.3,363
4-Decanone,19.23076923,62.82051282,0,0,0,0,0,0,0,17.94871795,0,156,0.2,344
6-Undecanone,17.64705882,65.88235294,0,0,0,0,0,0,0,16.47058824,0,170,0.272727273,361
2-Undecanone,17.64705882,65.88235294,0,0,0,0,0,0,0,16.47058824,0,170,0.090909091,362
methyl methanoate (Methyl Formate),0,0,0,0,0,0,0,0,0,0,100,60,0,254.11
Ethyl methanoate (Ethyl Formate),20.27027027,0,0,0,0,0,0,0,0,0,79.72972973,74,0,269
Ethenyl ethanoate (vinyl Acetate),17.44186047,0,0,31.39534884,0,0,0,0,0,0,51.1627907,86,0.2,264.85
Ethyl ethanoate,34.09090909,0,0,0,0,0,0,0,0,0,65.90909091,88,0.2,273
Methyl propanoate,17.04545455,15.90909091,0,0,0,0,0,0,0,0,67.04545455,88,0.3,271
methyl 2-oxopropanoate,14.70588235,0,0,0,0,0,0,0,0,27.45098039,57.84313725,102,0.5,312
methyl 3-hydroxypropanoate,0,26.92307692,0,0,0,0,16.34615385,0,0,0,56.73076923,104,0.25,345.6
Vinyl propanoate,15,14,0,27,0,0,0,0,0,0,44,100,0.25,274
Methyl 2-methyl-2-propenoate (Methyl Methacrylate),15,0,0,26,0,0,0,0,0,0,59,100,0.3,284
Methyl butanoate,14.70588235,27.45098039,0,0,0,0,0,0,0,0,57.84313725,102,0.25,287
Propyl ethanoate (Propyl Acetate),29.41176471,13.7254902,0,0,0,0,0,0,0,0,56.8627451,102,0.166666667,287.85
Ethyl propanoate,29.41176471,13.7254902,0,0,0,0,0,0,0,0,56.8627451,102,0.25,285
Isopropyl ethanoate (Isopropyl Acetate),44.11764706,0,0,0,0,0,0,0,0,0,55.88235294,102,0.4,275.22
methyl 2-hydroxy-2-methylpropanoate,25.42372881,0,0,0,0,0,14.40677966,0,0,0,50,118,0.7,309.8
methyl 3-methoxypropanoate,12.71186441,23.72881356,0,0,0,0,0,13.55932203,0,0,50,118,0.214285714,320
Vinyl butanoate,13.15789474,24.56140351,0,23.68421053,0,0,0,0,0,0,38.59649123,114,0.285714286,293
Ethyl trans-2-butenoate,26.31578947,0,0,22.80701754,0,0,0,0,0,0,50.87719298,114,0.285714286,275
methyl 3-methylbut-2-enoate,26.31578947,0,0,21.92982456,0,0,0,0,0,0,51.75438596,114,0.416666667,305.1
propyl prop-2-enoate,13.15789474,12.28070175,0,23.68421053,0,0,0,0,0,0,50.87719298,114,0.214285714,299.1
Methyl pentanoate,12.93103448,36.20689655,0,0,0,0,0,0,0,0,50.86206897,116,0.214285714,295
Ethyl butanoate,25.86206897,24.13793103,0,0,0,0,0,0,0,0,50,116,0.285714286,297
butyl ethanoate,25.86206897,24.13793103,0,0,0,0,0,0,0,0,50,116,0.142857143,294.85
methyl 3-methylbutanoate,25.86206897,12.06896552,11.20689655,0,0,0,0,0,0,0,50.86206897,116,0.416666667,292.4
propan-2-yl propanoate,38.79310345,12.06896552,0,0,0,0,0,0,0,0,49.13793103,116,0.416666667,292.4
"methyl 2,2-dimethylpropanoate",38.79310345,0,0,0,0,0,0,0,0,0,50.86206897,116,0.7,279.7
"ethyl 2,4-dioxopentanoate",18.98734177,8.860759494,0,0,0,0,0,0,0,35.44303797,36.70886076,158,0.625,358.755
Butyl 2-propenoate (n-Butyl Acrylate),11.71875,21.875,0,21.09375,0,0,0,0,0,0,45.3125,128,0.1875,311.89
propan-2-yl 3-oxobutanoate,31.25,9.722222222,0,0,0,0,0,0,0,19.44444444,39.58333333,144,0.571428571,341.9
Butyl propanoate,23.07692308,32.30769231,0,0,0,0,0,0,0,0,44.61538462,130,0.1875,305
Propyl butanoate,23.07692308,32.30769231,0,0,0,0,0,0,0,0,44.61538462,130,0.25,310
3-Methylbutyl ethanoate,34.61538462,10.76923077,10,0,0,0,0,0,0,0,44.61538462,130,0.285714286,298
Methyl hexanoate,11.53846154,43.07692308,0,0,0,0,0,0,0,0,45.38461538,130,0.1875,327
butan-2-yl propanoate,34.61538462,21.53846154,0,0,0,0,0,0,0,0,43.84615385,130,0.428571429,306.4
propan-2-yl butanoate,34.61538462,21.53846154,0,0,0,0,0,0,0,0,43.84615385,130,0.357142857,303
propyl 2-methylpropanoate,34.61538462,10.76923077,10,0,0,0,0,0,0,0,44.61538462,130,0.357142857,306.4
"ethyl 2,2-dimethylpropanoate",46.15384615,0,0,0,0,0,0,0,0,0,44.61538462,130,0.583333333,289
Methyl benzoate,0,0,0,0,0,56.61764706,0,0,0,0,43.38235294,136,1.25,356
tert-butyl 3-oxobutanoate,37.97468354,8.860759494,0,0,0,0,0,0,0,17.72151899,35.44303797,158,0.714285714,339.5
ethyl 4-methyl-3-oxopentanoate,28.48101266,8.860759494,8.227848101,0,0,0,0,0,0,17.72151899,36.70886076,158,0.5625,317
propan-2-yl 4-oxopentanoate,28.48101266,17.72151899,0,0,0,0,0,0,0,17.72151899,36.07594937,158,0.5,357.4
ethyl 5-oxohexanoate,18.98734177,26.58227848,0,0,0,0,0,0,0,17.72151899,36.70886076,158,0.333333333,342.4
2-methylpropanoyl 2-methylpropanoate,37.97468354,0,8.227848101,0,0,0,0,0,0,17.72151899,36.07594937,158,0.714285714,332.4
"ethyl 2,2-dimethyl-3-oxobutanoate",37.97468354,0,0,0,0,0,0,0,0,17.72151899,36.70886076,158,0.857142857,386.7
Pentyl propanoate,20.83333333,48.611,0,0,0,0,0,0,0,0,40.27777778,144,0.166666667,314
Isobutyl butanoate,31.25,19.44444444,9.027777778,0,0,0,0,0,0,0,40.27777778,144,0.375,323
Ethyl hexanoate,20.83333333,38.88888889,0,0,0,0,0,0,0,0,40.27777778,144,0.222222222,322
ethyl 4-methylpentanoate,31.25,19.44444444,9.027777778,0,0,0,0,0,0,0,40.27777778,144,0.375,319.7
Ethyl benzoate,10,0,0,0,0,51.33333333,0,0,0,0,38.66666667,150,1.2,361
cyclohexyl propanoate,9.615384615,0,0,0,53.20512821,0,0,0,0,0,37.1717,156,0.8,340.8
2-Propenyl n-hexanoate (Allyl hexanoate),9.615384615,35.8974359,0,17.30769231,0,0,0,0,0,0,37.17948718,156,0.15,339
Butyl 3-methylbutanoate,28.48101266,26.58227848,8.227848101,0,0,0,0,0,0,0,36.70886076,158,0.333333333,326
Pentyl butanoate,18.98734177,44.30379747,0,0,0,0,0,0,0,0,36.70886076,158,0.2,330
cyclohexyl 2-methylpropanoate,17.64705882,0,0,0,48.82352941,0,0,0,0,0,33.529,170,0.5,347.9
propyl heptanoate,17.44186047,48.8372093,0,0,0,0,0,0,0,0,33.72093023,172,0.227272727,349.7
heptyl propanoate,17.44186047,48.8372093,0,0,0,0,0,0,0,0,33.72093023,172,0.136363636,352.8
Ethyl octanoate,17.44186047,48.8372093,0,0,0,0,0,0,0,0,33.72093023,172,0.181818182,352
Isopropyl benzoate,18.29268293,0,0,0,0,46.95121951,0,0,0,0,34.75609756,164,1.4,372
Butyl benzoate,8.426966292,15.73033708,0,0,0,43.25842697,0,0,0,0,32.58426966,178,1.142857143,380
heptyl butanoate,16.12903226,52.68817204,0,0,0,0,0,0,0,0,31.1827957,186,0.166666667,363.6
butyl heptanoate,16.12903226,52.68817204,0,0,0,0,0,0,0,0,31.1827957,186,0.25,360.9
octyl propanoate,16.12903226,52.68817204,0,0,0,0,0,0,0,0,31.1827957,186,0.125,365
pentyl heptanoate,15,56,0,0,0,0,0,0,0,0,29,200,0.269230769,372
octyl butanoate,15,56,0,0,0,0,0,0,0,0,29,200,0.153846154,376.3
hexyl hexanoate,15,56,0,0,0,0,0,0,0,0,29,200,0.230769231,372.4
octyl pentanoate,14.01869159,58.87850467,0,0,0,0,0,0,0,0,27.10280374,214,0.178571429,382.6
methyl dodecanoate,7.009345794,65.42056075,0,0,0,0,0,0,0,0,27.57009346,214,0.107142857,367
octyl hexanoate,13.15789474,61.40350877,0,0,0,0,0,0,0,0,25.43859649,228,0.2,393
heptyl octanoate,12.39669421,63.63636364,0,0,0,0,0,0,0,0,23.96694215,242,0.25,403
octyl octanoate,11.71875,65.625,0,0,0,0,0,0,0,0,22.65625,256,0.235294118,412.8
JF1,11.2337,45.49,0,0,39.1247,4.15163,0,0,0,0,0,151.83,0.51341,326
JF2,11.723,44.646,0,0,36.329,7.301,0,0,0,0,0,152.81,0.549,322.5
JF3,21.709,61.117,0,0,10.001,7.173,0,0,0,0,0,125.597,0.21,295.5
JF4,15.202,67.625,0,0,10.001,7.173,0,0,0,0,0,172.758,0.288,313
JF5,8.552,24.276,0,0,60,7.172,0,0,0,0,0,138.897,0.735,312.5
JF6,17.10341123,48.55109615,0,0,20.00121585,14.34427677,0,0,0,0,0,139.82,0.46654,304.5
JF7,17.6,82.4,0,0,0,0,0,0,0,0,0,55.633,0,338.5
JF8,17.6,82.4,0,0,0,0,0,0,0,0,0,31.1916,0,330
JF9,17.6,82.4,0,0,0,0,0,0,0,0,0,35.6167,0,345
MEA1,36.0209607,24.42620087,0,0,0,0,33.43930131,0,0,6.113537118,0,45.8,0.033333333,271.7
MEA2,45.85,3.884444444,0,0,0,0,42.48777778,0,0,7.777777778,0,36,0.033333333,273
MEA3,46.64559585,3.622797927,0,0,0,0,35.2238342,0,0,14.50777202,0,38.6,0.066666667,267.4
MEA4,38.29361702,20.82723404,0,0,0,0,28.96425532,0,0,11.91489362,0,47,0.066666667,268.7
MEA5,47.3407767,3.394174757,0,0,0,0,28.87669903,0,0,20.38834951,0,41.2,0.1,264.3
MEA6,48.98367347,2.853877551,0,0,0,0,13.87673469,0,0,34.28571429,0,49,0.2,258.2
ETE1,26.68578691,6.072272824,0,0,0,33.43744969,7.390595213,0,0,0,26.41389536,75.536,0.3968,269.67
ETE2,26.37345588,12.16745098,0,0,0,33.50051471,14.80906863,0,0,0,13.1495098,65.28,0.3136,271.33
ETE3,29.93738825,12.15700105,0,0,0,16.73587151,14.79634996,0,0,0,26.37338923,64.876,0.2,269.67
ETE4,27.27069736,9.767682823,0,0,0,29.83300718,11.88829817,0,0,0,21.24031446,70.724,0.3258,270.22
ETE5,31.13101283,24.3374171,0,0,0,8.30989287,29.62119845,0,0,0,6.600478751,50.966,0.0666,275.22
ETE6,32.16272727,3.04,0,0,0,8.37,3.7,0,0,0,52.72727273,80.96,0.2352,267.44
ETE7,29.41893951,22.79884199,0,0,0,16.7195947,27.74859058,0,0,0,3.314033217,52.504,0.12,274.67
PP1,58.14489239,16.97484086,7.085177326,0,0,4.714762049,0,0,0,0,0,164.95,0.871571429,317
PP2,54.36322155,17.50164078,6.498171704,0,0,9.640341282,0,0,0,0,0,159.985,0.885757143,316
PP3,50.29329203,18.06859613,5.86642145,0,0,14.94137386,0,0,0,0,0,154.965,0.9001,315
PP4,45.97766294,18.6697783,5.196532755,0,0,20.56242707,0,0,0,0,0,149.975,0.914357143,315
PP5,41.47484493,19.29703653,4.49758787,0,0,26.42729152,0,0,0,0,0,145.1,0.928285714,314
PP6,36.42857143,20,3.714285714,0,0,33,0,0,0,0,0,140,0.942857143,313
PP7,31.11111111,20.74074074,2.888888889,0,0,39.92592593,0,0,0,0,0,135,0.957142857,313
PP8,25.37866841,21.53928997,1.999076888,0,0,47.39236124,0,0,0,0,0,129.995,0.971442857,313
PP9,19.18713497,22.40179214,1.03800304,0,0,55.45675654,0,0,0,0,0,124.99,0.985742857,313
TP1,59.99636342,15.2702588,7.089763016,0,0,4.554821504,0,0,0,0,0,164.99,0.938257143,319
TP2,58.12306635,13.99868746,6.499390606,0,0,9.379980624,0,0,0,0,0,159.995,1.019128571,318
TP3,56.11048369,12.63257075,5.865122132,0,0,14.56390565,0,0,0,0,0,154.955,1.100728571,318
TP4,53.98679736,11.19103821,5.195839168,0,0,20.0340068,0,0,0,0,0,149.97,1.181438095,318
TP5,51.77824484,9.691899528,4.499810495,0,0,25.72270268,0,0,0,0,0,145.115,1.260042857,318
TP6,49.28571429,8,3.714285714,0,0,32.14285714,0,0,0,0,0,140,1.342857143,318
TP7,46.66666667,6.222222222,2.888888889,0,0,38.88888889,0,0,0,0,0,135,1.423809524,319
TP8,43.84322474,4.305704066,1.999076888,0,0,46.16139082,0,0,0,0,0,129.995,1.504842857,319
TP9,40.79683187,2.237849514,1.03900156,0,0,54.00816033,0,0,0,0,0,124.995,1.585795238,320
